Ticker,Window,Model,Samples,Accuracy,Accuracy_Std,Precision,Recall,Specificity,F-Score,AUC
TSLA,15,LightGBM,1230,0.6130081300813008,0.11080200244782229,0.577347119389451,0.5884314068956917,0.49604775982824767,0.5682574243414815,0.5561380081265356
TSLA,15,CatBoost,1230,0.5943089430894308,0.1465084864387913,0.4466600085983967,0.45313540279499775,0.5705248917748917,0.43046082764276755,0.5538663765926287
F,1,Random Forest,1230,0.6634146341463415,0.06393366911004064,0.7111838298537807,0.5607135594148449,0.7523841027078437,0.6245291324504819,0.7349877926480828
F,1,XGBoost,1230,0.6715447154471544,0.06064408519990735,0.7185109559842705,0.5737322604023019,0.7549918221552343,0.6366397389494161,0.7377683812166828
F,1,Gradient Boosting,1230,0.6414634146341464,0.06172439966212132,0.6852534640276075,0.5642948853467166,0.7009719229040915,0.6160780591336638,0.7162412956380455
F,1,LightGBM,1230,0.6577235772357725,0.05308887062541306,0.6878034699606917,0.5906848038048337,0.7097762532089356,0.6343713198202046,0.7218422403229582
F,1,CatBoost,1230,0.6585365853658536,0.054840396598504204,0.7190070071825023,0.5260885838447737,0.7804874775789472,0.6051354575001335,0.7355840380769753
F,2,Random Forest,1230,0.6439024390243903,0.0684859827273258,0.6866965578832278,0.5327003740456844,0.7399999925330161,0.5989893703890118,0.6979368186697508
F,2,XGBoost,1230,0.6447154471544716,0.05888559012107908,0.6865402223675605,0.5454597327996561,0.7283939555362011,0.6058479152865466,0.6938451665449857
F,2,Gradient Boosting,1230,0.6121951219512195,0.06968195882021505,0.6696448103616838,0.485516359090267,0.7244768309940766,0.5556947753193132,0.6526234957870484
F,2,LightGBM,1230,0.6276422764227642,0.05966615652653261,0.6627428915078829,0.5484905536237836,0.6987221944450418,0.5970825844947326,0.6766702235432083
F,2,CatBoost,1230,0.6414634146341464,0.06252238676335083,0.685724722828105,0.5181798143530159,0.7476574622648497,0.5882910835803428,0.6985659028281566
F,5,Random Forest,1230,0.6317073170731707,0.06486765611485754,0.6594903553236887,0.5300480375313862,0.7218265591838567,0.5830067626565409,0.6742989604637778
F,5,XGBoost,1230,0.6105691056910569,0.06596898463447412,0.6432197811035081,0.5129480199110171,0.7077825079766233,0.5591441629221403,0.6758349483103832
F,5,Gradient Boosting,1230,0.5853658536585366,0.07073637962327221,0.6270309231083353,0.45749632174794064,0.7170812944793235,0.5125402109829943,0.6334649168317082
F,5,LightGBM,1230,0.6203252032520326,0.050156737610364835,0.6601551162016278,0.49563922294172064,0.738206384307273,0.5596586854655783,0.6475350906243683
F,5,CatBoost,1230,0.6430894308943089,0.05480422616700071,0.6786798747133211,0.5243554028456897,0.7459588199579085,0.588654704600392,0.6962932800993007
F,10,Random Forest,1230,0.5804878048780489,0.0695300219617083,0.570178263639875,0.507667857734168,0.6248834756574695,0.5342079550480545,0.6240662115728093
F,10,XGBoost,1230,0.5910569105691057,0.07524608755880706,0.6090736324925892,0.4823336210695632,0.6810771272071582,0.5332258048731474,0.6412387895114422
F,10,Gradient Boosting,1230,0.5577235772357723,0.07658691935662235,0.5636186149888458,0.4929079619087672,0.6195012417922634,0.5185418775671365,0.5995771705637061
F,10,LightGBM,1230,0.5991869918699186,0.06076385997090989,0.6193188869211974,0.47083934639822855,0.7125769741094818,0.5308955322255198,0.6331572233752876
F,10,CatBoost,1230,0.597560975609756,0.07198680852415822,0.5930270223441945,0.5235749122175226,0.6333574320416425,0.536476322018904,0.6486456609784954
F,15,Random Forest,1230,0.5975609756097561,0.04475238681145655,0.6001354859077116,0.4946366470283638,0.6743761880428882,0.5360459116879946,0.6148015142954988
F,15,XGBoost,1230,0.6065040650406505,0.06794335744967862,0.6178567169966598,0.5294219751867633,0.6616300142199258,0.5663532729876437,0.6517931505955968
F,15,Gradient Boosting,1230,0.602439024390244,0.06053499339507736,0.5993726976315303,0.5634713496116022,0.6305030853144032,0.5761469603128049,0.6328896854425303
F,15,LightGBM,1230,0.578048780487805,0.03755710394293043,0.5717757184556487,0.5185136899966837,0.6115291653157381,0.5353752198904033,0.6250127066149892
F,15,CatBoost,1230,0.6073170731707316,0.038271877385170135,0.6137781473810471,0.5227210012748589,0.6676888836096919,0.5549305676821772,0.6631311015303596
